ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,IV
"Apr 21, 2017",38.0,ETFC,Call,1.66,,1.60,1.68,0,240,0.38219,0.05114,0.0412,-0.01414,0.0864,0.26191
"Apr 21, 2017",32.0,ETFC,Put,1.23,,1.22,1.26,0,260,-0.28907,0.06654,-0.03367,-0.00644,0.0735,0.3761
"Apr 21, 2017",33.0,ETFC,Put,1.61,,1.53,1.59,0,414,-0.36775,0.06745,-0.0428,-0.00792,0.07658,0.34145
"Apr 21, 2017",34.0,ETFC,Put,1.80,-0.44,1.93,1.96,1,191,-0.43799,0.094,-0.04159,-0.00649,0.07862,0.36677
"Apr 21, 2017",35.0,ETFC,Put,2.28,-0.43,2.33,2.40,47,260,-0.51931,0.08903,-0.05005,-0.0062,0.0816,0.29023
"Apr 21, 2017",37.0,ETFC,Put,4.30,,3.30,3.50,0,71,-0.69005,0.08754,-0.0535,-0.00518,0.07832,0.32023
"Apr 21, 2017",38.0,ETFC,Put,4.85,,3.95,4.15,0,10,-0.81349,0.09237,-0.03817,-0.00235,0.0548,0.33681
"Jul 21, 2017",34.0,ETFC,Call,3.80,,4.20,4.55,0,20,0.59994,0.04032,0.09862,-0.01296,0.10065,0.29478
"Jul 21, 2017",35.0,ETFC,Call,3.93,0.41,3.65,3.95,30,171,0.55883,0.04427,0.09459,-0.01185,0.10335,0.24618
"Jul 21, 2017",36.0,ETFC,Call,2.60,,3.20,3.50,0,10,0.52602,0.04068,0.08805,-0.01235,0.10554,0.24275
"Jul 21, 2017",37.0,ETFC,Call,2.65,,2.80,3.00,0,303,0.48068,0.04289,0.08229,-0.01147,0.10845,0.28074
"Jul 21, 2017",38.0,ETFC,Call,2.27,,2.25,2.60,0,200,0.44149,0.04241,0.07622,-0.01124,0.11101,0.28102
"Jul 21, 2017",32.0,ETFC,Put,1.98,,1.78,2.06,0,5,-0.31035,0.05179,-0.06081,-0.00498,0.09476,0.37817
"Jul 21, 2017",33.0,ETFC,Put,2.56,,2.13,2.40,0,86,-0.36961,0.0525,-0.07056,-0.00599,0.09846,0.34683
"Jul 21, 2017",34.0,ETFC,Put,2.78,,2.47,2.84,0,26,-0.42291,0.05356,-0.07254,-0.00668,0.10112,0.32549
"Jul 21, 2017",35.0,ETFC,Put,3.17,,2.98,3.25,0,110,-0.48735,0.06877,-0.08019,-0.00472,0.10397,0.34082
"Jul 21, 2017",38.0,ETFC,Put,5.00,,4.40,4.95,0,2,-0.6913,0.07327,-0.08493,-0.00378,0.09943,0.33254
"Jan 19, 2018",32.0,ETFC,Call,6.75,,6.65,8.05,0,131,0.6852,0.02615,0.17813,-0.00949,0.12547,0.30729
"Jan 19, 2018",35.0,ETFC,Call,5.20,,5.05,5.75,0,12412,0.5962,0.03664,0.17381,-0.00853,0.13612,0.24861
"Jan 19, 2018",37.0,ETFC,Call,4.10,,4.15,4.55,0,118,0.5443,0.03192,0.15483,-0.00914,0.14226,0.28068
"Jan 19, 2018",32.0,ETFC,Put,5.50,,2.90,3.15,0,74,-0.32801,0.03287,-0.12124,-0.0046,0.12681,0.384
"Jan 19, 2018",35.0,ETFC,Put,4.31,-0.44,4.15,4.45,30,395,-0.43272,0.03776,-0.14023,-0.00471,0.13618,0.32233
"Jan 19, 2018",37.0,ETFC,Put,13.90,,4.65,5.90,0,6,-0.53203,0.04916,-0.15428,-0.00326,0.14278,0.33088
"Jan 18, 2019",32.0,ETFC,Call,4.60,,8.25,10.05,0,7,0.71911,0.02295,0.33672,-0.00629,0.16325,0.24886
"Jan 18, 2019",35.0,ETFC,Call,5.58,,6.70,8.50,0,15,0.65349,0.023,0.30858,-0.00701,0.17772,0.27251
"Jan 18, 2019",37.0,ETFC,Call,6.32,,6.05,7.15,0,16,0.60394,0.02612,0.30176,-0.0065,0.18866,0.24627
"Jan 18, 2019",32.0,ETFC,Put,4.48,,4.10,5.00,0,103,-0.31447,0.02324,-0.21003,-0.00311,0.16847,0.40022
"Jan 18, 2019",35.0,ETFC,Put,8.30,,5.40,6.10,0,5,-0.39051,0.02677,-0.24869,-0.00321,0.18126,0.33891
"Dec 16, 2016",60.0,EGBN,Call,1.00,,1.00,5.20,0,94,1.0,0.0,0.01314,-0.00885,0.0,0.01017
"Dec 16, 2016",65.0,EGBN,Call,0.15,,,3.90,10,10,0.28512,0.18434,0.00393,-0.05131,0.0378,0.20742
"Jan 20, 2017",60.0,EGBN,Put,3.78,,0.60,2.10,0,1,-0.28018,0.04268,-0.01934,-0.03419,0.08052,0.37599
"Mar 17, 2017",60.0,EGBN,Call,5.75,2.55,4.20,6.70,1,19,0.80829,0.04944,0.12609,-0.01653,0.07903,0.17871
"Jun 16, 2017",70.0,EGBN,Put,8.20,,7.30,10.00,9,9,-0.58951,0.0285,-0.16405,-0.01321,0.18567,0.33905
"Dec 16, 2016",70.0,EGRX,Call,5.50,-1.40,6.00,7.40,10,350,1.0,0.0,0.01501,-0.01033,0.0,0.29126
"Dec 16, 2016",75.0,EGRX,Call,4.30,,2.40,3.30,0,350,0.73553,0.08878,0.01157,-0.10232,0.04283,0.62431
"Dec 16, 2016",80.0,EGRX,Call,0.95,,0.55,0.95,0,1093,0.28848,0.0762,0.00461,-0.12393,0.04518,0.49417
"Dec 16, 2016",70.0,EGRX,Put,0.60,0.16,0.30,0.55,1,285,-0.10734,0.02924,-0.00164,-0.08537,0.0275,0.44532
"Dec 16, 2016",75.0,EGRX,Put,2.26,0.66,1.15,1.85,33,365,-0.33881,0.0626,-0.00512,-0.15448,0.0431,0.357
"Dec 16, 2016",80.0,EGRX,Put,4.20,,3.90,5.10,0,602,-0.62441,0.05245,-0.00914,-0.19659,0.04489,0.39134
"Jan 20, 2017",80.0,EGRX,Call,3.20,,2.60,3.30,0,47,0.42327,0.04366,0.03526,-0.05175,0.10561,0.52793
"Jan 20, 2017",70.0,EGRX,Put,2.30,,2.20,2.75,0,11,-0.25918,0.0234,-0.02213,-0.06006,0.09574,0.50421
"Jan 20, 2017",75.0,EGRX,Put,5.80,1.30,3.70,4.70,25,75,-0.39188,0.03057,-0.03508,-0.06332,0.10019,0.4024
"Mar 17, 2017",70.0,EGRX,Call,9.80,,10.50,11.70,0,539,0.72312,0.01913,0.1196,-0.04104,0.1431,0.57249
"Mar 17, 2017",75.0,EGRX,Call,8.10,,7.70,8.90,0,658,0.61651,0.02403,0.10682,-0.0429,0.15056,0.52099
"Mar 17, 2017",80.0,EGRX,Call,6.00,,5.50,6.40,0,843,0.49647,0.02632,0.08901,-0.04113,0.15858,0.51971
"Mar 17, 2017",70.0,EGRX,Put,5.00,,4.90,5.80,0,12,-0.30223,0.01633,-0.06575,-0.04029,0.14396,0.52128
"Mar 17, 2017",75.0,EGRX,Put,6.46,,7.20,8.70,0,2,-0.39255,0.0177,-0.08647,-0.04795,0.15072,0.48531
"Mar 17, 2017",80.0,EGRX,Put,8.61,,9.90,11.40,0,2,-0.4778,0.01838,-0.09542,-0.04813,0.15701,0.52223
"Jun 16, 2017",70.0,EGRX,Call,18.00,,11.70,13.80,0,2,0.72828,0.01742,0.22645,-0.02575,0.19345,0.47301
"Jun 16, 2017",75.0,EGRX,Call,9.40,,9.90,11.50,0,5,0.62765,0.01817,0.19713,-0.03103,0.20589,0.46585
"Jun 16, 2017",80.0,EGRX,Call,8.15,-4.35,6.70,9.00,1,2,0.5387,0.01964,0.17498,-0.03046,0.21718,0.39793
"Jun 16, 2017",70.0,EGRX,Put,9.10,,8.00,8.50,0,40,-0.31383,0.01166,-0.14309,-0.02973,0.19637,0.52866
"Jun 16, 2017",75.0,EGRX,Put,10.17,,10.30,11.70,0,5,-0.37551,0.0121,-0.16205,-0.035,0.20538,0.53382
"Jun 16, 2017",80.0,EGRX,Put,12.72,,13.10,14.60,0,3,-0.44528,0.01419,-0.18073,-0.03114,0.21505,0.5466
"Dec 16, 2016",6.0,ELNK,Call,0.05,,,0.25,0,369,0.52127,0.85164,0.00063,-0.0158,0.00342,0.64945
"Dec 16, 2016",6.0,ELNK,Put,0.72,,0.05,0.85,0,31,-0.46324,0.39313,-0.00052,-0.03272,0.0,0.94525
"Jan 20, 2017",5.5,ELNK,Call,0.35,,,0.50,0,159,0.99135,0.09672,0.00635,-0.00087,0.00041,0.17599
"Jan 20, 2017",5.5,ELNK,Put,0.30,,,0.30,0,87,-0.26835,0.32851,-0.00178,-0.00438,0.00748,0.39571
"Apr 21, 2017",6.0,ELNK,Call,0.20,,,0.55,0,25,0.5902,0.72658,0.01208,-0.00149,0.01377,0.25
"Apr 21, 2017",6.0,ELNK,Put,0.70,,,0.85,0,35,-0.4336,0.27063,-0.00846,-0.00245,0.01389,0.39586
"Dec 16, 2016",50.0,EWBC,Call,0.60,,0.70,1.80,0,149,1.0,0.0,0.01094,-0.00738,0.0,0.17973
"Dec 16, 2016",50.0,EWBC,Put,2.05,,0.45,1.30,0,10,-0.06927,0.01805,-0.00093,-0.07348,0.00886,0.875
"Jan 20, 2017",50.0,EWBC,Call,1.40,,1.55,2.45,0,27,1.0,0.0,0.05853,-0.00735,0.0,0.12996
"Jan 20, 2017",50.0,EWBC,Put,3.20,,1.20,3.00,0,11,-0.10071,0.01979,-0.00677,-0.02035,0.04632,0.44807
"Apr 21, 2017",50.0,EWBC,Call,2.20,,2.40,5.10,0,13,0.98633,0.00636,0.17694,-0.00797,0.02568,0.16435
"Jul 21, 2017",50.0,EWBC,Call,3.50,,2.30,6.50,0,6,0.97966,0.00803,0.29078,-0.00774,0.02852,0.1321
"Jul 21, 2017",55.0,EWBC,Call,1.65,,1.55,2.85,0,9,0.83752,0.03646,0.26655,-0.0111,0.10985,0.15592
"Jul 21, 2017",50.0,EWBC,Put,4.40,,2.75,5.10,10,37,-0.2258,0.01536,-0.08402,-0.01371,0.15494,0.38396
"Dec 02, 2016",27.0,EBAY,Call,1.40,,,,0,0,1.0,0.0,0.0,-0.0037,0.0,1.99902
"Dec 02, 2016",27.5,EBAY,Call,0.93,,,,0,0,1.0,0.0,0.0,-0.00377,0.0,0.05611
"Dec 02, 2016",28.0,EBAY,Call,0.42,,,,0,0,1.0,0.0,0.0,-0.00384,0.0,1.53125
"Dec 02, 2016",28.5,EBAY,Call,0.02,,,,0,2694,0.12454,1.0,0.0,-2.7654,0.00022,0.90163
"Dec 09, 2016",27.0,EBAY,Call,2.69,0.79,2.34,2.48,1,47,1.0,0.0,0.00036,-0.00399,0.0,0.46839
"Dec 09, 2016",27.5,EBAY,Call,1.89,0.51,1.85,1.98,31,88,0.99974,0.00128,0.00037,-0.00465,3e-05,0.48804
"Dec 09, 2016",28.0,EBAY,Call,1.44,0.50,1.38,1.48,944,2540,0.92755,0.13943,0.00034,-0.17049,0.00116,0.4375
"Dec 09, 2016",28.5,EBAY,Call,0.89,0.39,0.86,0.98,783,998,0.95615,0.16836,0.00036,-0.06138,0.00117,0.14556
"Dec 09, 2016",29.0,EBAY,Call,0.46,0.29,0.43,0.49,1610,2843,0.80975,0.60023,0.00031,-0.15096,0.00275,0.24637
"Dec 09, 2016",29.5,EBAY,Call,0.13,0.09,0.13,0.15,4398,1728,0.41768,0.90101,0.00016,-0.20611,0.00418,0.27353
"Dec 09, 2016",30.0,EBAY,Call,0.07,0.04,0.01,0.03,1586,2252,0.07877,0.35526,3e-05,-0.07508,0.00121,0.30459
"Dec 09, 2016",30.5,EBAY,Call,0.03,0.01,,0.03,89,139,0.05621,0.16632,2e-05,-0.08821,0.00122,0.45785
"Dec 09, 2016",31.0,EBAY,Call,0.01,,,0.02,29,44,0.05384,0.11276,2e-05,-0.12056,0.00123,0.6543
"Dec 09, 2016",31.5,EBAY,Call,0.01,,,0.03,21,52,0.07196,0.10092,3e-05,-0.22262,0.0,0.85035
"Dec 09, 2016",32.0,EBAY,Call,0.02,,,0.03,0,1,0.04043,0.05968,2e-05,-0.14081,0.0,0.93578
"Dec 16, 2016",26.5,EBAY,Call,1.96,,1.08,5.00,0,23,0.90504,0.06967,0.00483,-0.03612,0.01021,0.53068
"Dec 16, 2016",27.0,EBAY,Call,2.57,0.99,2.37,2.47,10,273,1.0,0.0,0.00553,-0.00398,0.0,0.01264
"Dec 16, 2016",27.5,EBAY,Call,1.93,0.49,1.90,1.98,785,915,0.99822,0.00727,0.00562,-0.00437,0.00103,0.05176
"Dec 16, 2016",28.0,EBAY,Call,1.49,0.43,1.43,1.52,85,885,0.91985,0.14233,0.00525,-0.01667,0.007,0.185
"Dec 16, 2016",28.5,EBAY,Call,1.06,0.42,1.01,1.07,18,482,0.82116,0.25752,0.00474,-0.024,0.01049,0.21324
"Dec 16, 2016",29.0,EBAY,Call,0.65,0.29,0.64,0.68,5334,20879,0.67782,0.37969,0.00396,-0.02911,0.01606,0.21872
"Dec 16, 2016",29.5,EBAY,Call,0.36,0.20,0.35,0.38,626,1148,0.47572,0.46005,0.00281,-0.03004,0.01645,0.2058
"Dec 16, 2016",30.0,EBAY,Call,0.18,0.11,0.16,0.19,13585,22061,0.26562,0.38305,0.00158,-0.025,0.01442,0.21872
"Dec 16, 2016",30.5,EBAY,Call,0.06,0.03,0.06,0.09,69,246,0.13364,0.23055,0.0008,-0.01598,0.01149,0.21872
"Dec 16, 2016",31.0,EBAY,Call,0.03,,0.03,0.04,56,4262,0.08511,0.14248,0.00051,-0.01397,0.00497,0.26547
"Dec 16, 2016",31.5,EBAY,Call,0.03,,0.01,0.03,0,400,0.03255,0.06457,0.00019,-0.00612,0.00507,0.26332
"Dec 16, 2016",32.0,EBAY,Call,0.01,-0.01,,0.02,22,11605,0.01707,0.0,0.0001,-0.0039,0.00128,0.28125
"Dec 23, 2016",26.5,EBAY,Call,2.65,,2.81,5.05,0,30,0.72664,0.05382,0.00681,-0.0862,0.0,0.93689
"Dec 23, 2016",27.0,EBAY,Call,0.91,,2.33,3.95,0,70,0.75227,0.0771,0.00753,-0.05805,0.02159,0.75943
"Dec 23, 2016",27.5,EBAY,Call,0.74,,1.93,2.07,0,0,0.90224,0.10858,0.00972,-0.0148,0.01409,0.1871
"Dec 23, 2016",28.0,EBAY,Call,0.68,,1.50,1.61,0,35,0.88648,0.15401,0.00974,-0.01313,0.0141,0.2134
"Dec 23, 2016",28.5,EBAY,Call,1.25,0.74,1.15,1.19,2,171,0.78002,0.23787,0.00867,-0.01912,0.01451,0.21872
"Dec 23, 2016",29.0,EBAY,Call,0.86,0.46,0.80,0.83,8,204,0.6462,0.29758,0.00725,-0.02123,0.02228,0.24997
"Dec 23, 2016",29.5,EBAY,Call,0.64,0.36,0.52,0.54,38,86,0.49501,0.33412,0.0056,-0.02238,0.02286,0.2102
"Dec 23, 2016",30.0,EBAY,Call,0.38,0.23,0.31,0.34,103,278,0.34955,0.28604,0.00397,-0.02076,0.0234,0.22263
"Dec 23, 2016",30.5,EBAY,Call,0.22,0.13,0.17,0.19,70,57,0.22144,0.23555,0.00253,-0.01614,0.01599,0.21872
"Dec 23, 2016",31.0,EBAY,Call,0.14,0.09,0.09,0.11,25,26,0.15603,0.16561,0.00178,-0.01414,0.0162,0.21872
"Dec 23, 2016",31.5,EBAY,Call,0.09,,0.04,0.07,0,30,0.10077,0.11678,0.00115,-0.01188,0.01639,0.2734
"Dec 23, 2016",32.0,EBAY,Call,0.05,,0.02,0.04,15,15,0.04686,0.06614,0.00054,-0.00558,0.00723,0.25
"Dec 30, 2016",27.0,EBAY,Call,1.72,,2.47,2.56,0,24,0.93885,0.07165,0.01477,-0.00927,0.00708,0.14964
"Dec 30, 2016",27.5,EBAY,Call,1.65,,1.98,2.12,0,23,0.88765,0.11119,0.01415,-0.01229,0.01694,0.21087
"Dec 30, 2016",28.0,EBAY,Call,1.00,,1.61,1.67,0,129,0.84521,0.15937,0.0137,-0.01292,0.01712,0.18715
"Dec 30, 2016",28.5,EBAY,Call,0.87,,1.23,1.27,0,84,0.74681,0.21049,0.01222,-0.01696,0.02647,0.21755
"Dec 30, 2016",29.0,EBAY,Call,1.09,0.52,0.90,0.93,221,461,0.63061,0.25019,0.01041,-0.01803,0.02711,0.21502
"Dec 30, 2016",29.5,EBAY,Call,0.80,0.43,0.61,0.65,56,105,0.50575,0.28318,0.00844,-0.01836,0.02781,0.18228
"Dec 30, 2016",30.0,EBAY,Call,0.41,0.26,0.40,0.43,1151,1243,0.39538,0.2274,0.00658,-0.01915,0.02841,0.21872
"Dec 30, 2016",30.5,EBAY,Call,0.31,0.18,0.23,0.27,411,246,0.25861,0.22509,0.00437,-0.01442,0.01951,0.20801
"Dec 30, 2016",31.0,EBAY,Call,0.23,0.11,0.14,0.18,1040,568,0.16907,0.16907,0.00287,-0.01058,0.02002,0.19476
"Dec 30, 2016",32.0,EBAY,Call,0.06,-0.03,0.04,0.10,200,115,0.09092,0.09315,0.00154,-0.0084,0.00876,0.25
"Dec 02, 2016",29.0,EBAY,Put,0.60,,,,0,0,-1.0,0.0,0.0,0.0,0.0,0.5
"Dec 02, 2016",29.5,EBAY,Put,1.20,,,,0,0,-1.0,0.0,0.0,0.0,0.0,0.5
"Dec 02, 2016",30.0,EBAY,Put,1.56,,,,0,0,-1.0,0.0,0.0,0.0,0.0,0.5
"Dec 09, 2016",26.5,EBAY,Put,0.01,,,0.05,0,165,-0.06711,0.06264,-3e-05,-0.32604,0.0,1.50932
"Dec 09, 2016",27.0,EBAY,Put,0.02,,,0.13,0,82,-0.0504,0.06623,-2e-05,-0.1854,0.0,0.94825
"Dec 09, 2016",27.5,EBAY,Put,0.07,,,0.02,0,107,-0.05116,0.08536,-2e-05,-0.14734,0.0,0.73731
"Dec 09, 2016",28.0,EBAY,Put,0.06,,,0.03,0,293,-0.07472,0.14121,-3e-05,-0.1737,0.00116,0.65969
"Dec 09, 2016",28.5,EBAY,Put,0.08,,,0.03,0,320,-0.07672,0.22473,-3e-05,-0.114,0.00117,0.40049
"Dec 09, 2016",29.0,EBAY,Put,0.05,-0.19,0.03,0.07,23,160,-0.16848,0.60509,-6e-05,-0.12238,0.00275,0.29342
"Dec 09, 2016",29.5,EBAY,Put,0.25,-0.61,0.20,0.25,61,75,-0.58443,0.91577,-0.00018,-0.19858,0.00418,0.29928
"Dec 09, 2016",30.0,EBAY,Put,0.43,-1.13,0.56,0.66,14,23,-0.91614,0.36606,-0.0002,-0.0796,0.00121,0.35317
"Dec 09, 2016",30.5,EBAY,Put,2.05,,1.05,1.14,0,39,-0.96898,0.12017,-0.0002,-0.04514,0.0012,0.52734
"Dec 09, 2016",31.0,EBAY,Put,2.59,,1.53,1.66,0,1,-0.95324,0.10484,-0.00022,-0.1001,0.00123,0.875
"Dec 16, 2016",26.5,EBAY,Put,0.04,,,0.03,0,14,-0.03965,0.04686,-0.00023,-0.01119,0.00432,0.40341
"Dec 16, 2016",27.0,EBAY,Put,0.02,-0.01,0.01,0.03,1,846,-0.04204,0.05928,-0.00025,-0.00973,0.00434,0.34914
"Dec 16, 2016",27.5,EBAY,Put,0.04,-0.05,0.03,0.05,15,969,-0.07369,0.10105,-0.00044,-0.01527,0.0044,0.35175
"Dec 16, 2016",28.0,EBAY,Put,0.06,-0.07,0.06,0.08,33,1283,-0.1095,0.15594,-0.0006,-0.01704,0.01037,0.27186
"Dec 16, 2016",28.5,EBAY,Put,0.10,-0.15,0.12,0.14,43,542,-0.18014,0.2589,-0.00103,-0.02,0.01049,0.24504
"Dec 16, 2016",29.0,EBAY,Put,0.24,-0.19,0.23,0.27,532,2735,-0.34122,0.34906,-0.00182,-0.02858,0.0161,0.27862
"Dec 16, 2016",29.5,EBAY,Put,0.45,-0.31,0.44,0.47,318,319,-0.52435,0.41131,-0.00251,-0.02985,0.01644,0.24997
"Dec 16, 2016",30.0,EBAY,Put,0.77,-0.41,0.73,0.79,253,1928,-0.70694,0.34777,-0.00326,-0.02601,0.0166,0.24997
"Dec 16, 2016",30.5,EBAY,Put,1.13,-0.79,1.13,1.21,105,56,-0.83783,0.24339,-0.00336,-0.01721,0.0112,0.28122
"Dec 16, 2016",31.0,EBAY,Put,1.62,-0.46,1.59,1.68,27,1221,-0.91657,0.15356,-0.0026,-0.01201,0.00545,0.32965
"Dec 16, 2016",32.0,EBAY,Put,3.21,,2.44,2.80,0,794,-0.94842,0.07853,-0.00287,-0.00981,0.00478,0.42314
"Dec 23, 2016",26.5,EBAY,Put,0.04,-0.15,0.03,0.05,6,25,-0.04508,0.05037,-0.00051,-0.00663,0.00588,0.33555
"Dec 23, 2016",27.0,EBAY,Put,0.13,,0.05,0.07,0,108,-0.08695,0.08294,-0.0009,-0.01243,0.01404,0.32469
"Dec 23, 2016",27.5,EBAY,Put,0.09,-0.04,0.09,0.10,6,137,-0.10971,0.11265,-0.00117,-0.01205,0.01413,0.28348
"Dec 23, 2016",28.0,EBAY,Put,0.14,-0.29,0.14,0.16,20,108,-0.14959,0.16272,-0.00164,-0.01251,0.01426,0.24594
"Dec 23, 2016",28.5,EBAY,Put,0.23,-0.17,0.24,0.27,16,81,-0.26352,0.21338,-0.00263,-0.02018,0.02198,0.27724
"Dec 23, 2016",29.0,EBAY,Put,0.33,-0.73,0.38,0.42,14,52,-0.38039,0.24973,-0.00404,-0.02201,0.0224,0.28122
"Dec 23, 2016",29.5,EBAY,Put,0.52,-0.34,0.60,0.63,34,48,-0.50793,0.29342,-0.00472,-0.02159,0.02286,0.21872
"Dec 23, 2016",30.0,EBAY,Put,0.80,-0.25,0.88,0.92,8,11,-0.63766,0.26252,-0.00597,-0.01964,0.02329,0.28122
"Dec 23, 2016",30.5,EBAY,Put,1.23,-1.06,1.24,1.30,49,61,-0.75852,0.22898,-0.00606,-0.0164,0.0158,0.25474
"Dec 23, 2016",31.0,EBAY,Put,1.63,-1.53,1.60,1.74,2,3,-0.84321,0.1731,-0.00601,-0.01152,0.01587,0.25388
"Dec 23, 2016",31.5,EBAY,Put,3.54,,2.00,2.29,0,0,-0.89914,0.12926,-0.00535,-0.00962,0.01437,0.29019
"Dec 23, 2016",32.0,EBAY,Put,3.42,,2.46,2.78,0,0,-0.944,0.0882,-0.00372,-0.00507,0.00609,0.35912
"Dec 30, 2016",26.5,EBAY,Put,0.34,,0.05,0.11,0,130,-0.08457,0.06684,-0.0013,-0.00995,0.0168,0.35211
"Dec 30, 2016",27.0,EBAY,Put,0.14,,0.08,0.12,0,77,-0.10144,0.08588,-0.0016,-0.00957,0.01691,0.29211
"Dec 30, 2016",27.5,EBAY,Put,0.34,,0.13,0.17,0,36,-0.14601,0.11737,-0.00239,-0.01127,0.01714,0.27909
"Dec 30, 2016",28.0,EBAY,Put,0.23,-0.11,0.21,0.24,1,81,-0.2085,0.15469,-0.00347,-0.01443,0.01752,0.24653
"Dec 30, 2016",28.5,EBAY,Put,0.32,-0.22,0.32,0.35,25,93,-0.30216,0.17831,-0.00466,-0.01749,0.02677,0.27859
"Dec 30, 2016",29.0,EBAY,Put,0.53,-0.23,0.47,0.51,19,68,-0.39078,0.2154,-0.00615,-0.01737,0.02724,0.24997
"Dec 30, 2016",29.5,EBAY,Put,0.75,-0.44,0.68,0.73,29,49,-0.50239,0.2776,-0.00675,-0.01502,0.0278,0.21872
"Dec 30, 2016",30.0,EBAY,Put,0.98,-0.62,0.97,1.02,76,107,-0.62039,0.24416,-0.00854,-0.01426,0.02827,0.24997
"Dec 30, 2016",31.0,EBAY,Put,1.97,,1.63,1.79,0,5,-0.83141,0.18025,-0.00821,-0.00815,0.0188,0.21803
"Jan 06, 2017",27.5,EBAY,Call,1.31,,2.04,2.17,0,27,0.9124,0.10262,0.01933,-0.00885,0.01893,0.17671
"Jan 06, 2017",28.0,EBAY,Call,1.93,1.07,1.68,1.74,1,33,0.82314,0.15651,0.01761,-0.01224,0.01965,0.20143
"Jan 06, 2017",28.5,EBAY,Call,0.85,,1.31,1.37,0,38,0.71467,0.18206,0.01536,-0.016,0.03052,0.21872
"Jan 06, 2017",29.0,EBAY,Call,1.04,0.59,0.98,1.01,2,51,0.63622,0.24775,0.01393,-0.01427,0.03104,0.19885
"Jan 06, 2017",29.5,EBAY,Call,0.81,0.56,0.70,0.73,10,59,0.5134,0.26312,0.01133,-0.01535,0.032,0.22363
"Jan 06, 2017",30.0,EBAY,Call,0.63,0.37,0.48,0.51,30,82,0.40108,0.22822,0.00886,-0.01492,0.03284,0.18679
"Jan 06, 2017",30.5,EBAY,Call,0.36,0.25,0.31,0.35,19,129,0.27222,0.22262,0.00609,-0.01201,0.02261,0.21156
"Jan 06, 2017",31.0,EBAY,Call,0.28,,0.20,0.24,7,7,0.20587,0.17024,0.00461,-0.01044,0.02307,0.21753
"Jan 06, 2017",31.5,EBAY,Call,0.09,,0.12,0.18,0,10,0.15428,0.12984,0.00345,-0.00928,0.0234,0.21864
"Jan 06, 2017",32.0,EBAY,Call,0.13,,0.07,0.13,0,6,0.0898,0.09363,0.00202,-0.00621,0.01031,0.21872
"Jan 13, 2017",27.0,EBAY,Call,2.74,1.56,2.53,2.66,5,5,0.92719,0.07558,0.024,-0.0081,0.01709,0.17842
"Jan 13, 2017",27.5,EBAY,Call,1.26,,2.10,2.23,0,32,0.90315,0.1045,0.02379,-0.00823,0.02086,0.19551
"Jan 13, 2017",28.0,EBAY,Call,1.70,0.75,1.76,1.81,2,33,0.80047,0.1502,0.02121,-0.01223,0.02197,0.19808
"Jan 13, 2017",28.5,EBAY,Call,1.44,0.64,1.39,1.44,20,57,0.72367,0.18393,0.0194,-0.01307,0.03375,0.21872
"Jan 13, 2017",29.0,EBAY,Call,0.57,,1.07,1.11,0,2,0.62561,0.21495,0.01695,-0.01363,0.03467,0.20101
"Jan 13, 2017",29.5,EBAY,Call,0.86,0.28,0.80,0.83,1,2,0.5209,0.21044,0.01416,-0.01548,0.03566,0.19563
"Jan 13, 2017",30.0,EBAY,Call,0.71,0.40,0.57,0.60,30,82,0.42601,0.19524,0.01162,-0.01459,0.03653,0.2077
"Jan 13, 2017",30.5,EBAY,Call,0.56,0.30,0.40,0.43,29,37,0.3037,0.20527,0.00842,-0.01172,0.03774,0.21872
"Jan 13, 2017",31.0,EBAY,Call,0.39,0.22,0.26,0.30,28,34,0.23468,0.16753,0.00651,-0.01031,0.02574,0.18311
"Jan 13, 2017",31.5,EBAY,Call,0.28,0.19,0.17,0.23,108,123,0.14214,0.13003,0.00398,-0.00689,0.02669,0.23723
"Jan 20, 2017",27.5,EBAY,Call,2.31,0.42,2.28,2.36,227,9162,0.83088,0.1128,0.02583,-0.01107,0.02358,0.21872
"Jan 20, 2017",29.0,EBAY,Call,1.28,0.40,1.25,1.30,334,4604,0.60275,0.15797,0.01916,-0.01568,0.03815,0.24997
"Jan 20, 2017",30.0,EBAY,Call,0.78,0.28,0.76,0.79,1527,13532,0.45056,0.16015,0.01451,-0.01528,0.03978,0.24997
"Jan 20, 2017",31.0,EBAY,Call,0.49,0.24,0.43,0.45,224,9427,0.26868,0.1591,0.00887,-0.01103,0.02797,0.21872
"Jan 27, 2017",28.0,EBAY,Call,2.37,,2.15,2.23,1,1,0.70179,0.10329,0.02491,-0.01638,0.03991,0.27757
"Jan 27, 2017",29.5,EBAY,Call,1.31,,1.30,1.36,12,12,0.53306,0.12913,0.0195,-0.01781,0.04199,0.28691
"Jan 27, 2017",30.0,EBAY,Call,1.23,,1.07,1.12,6,6,0.47654,0.12161,0.01745,-0.01753,0.04268,0.29279
"Jan 27, 2017",31.0,EBAY,Call,0.80,,0.70,0.75,1,1,0.36061,0.1149,0.01336,-0.01588,0.0441,0.30585
"Jan 27, 2017",32.0,EBAY,Call,0.45,,0.44,0.47,31,31,0.24227,0.10489,0.00914,-0.01211,0.03057,0.25994
"Jan 06, 2017",27.0,EBAY,Put,0.13,-0.08,0.12,0.16,10,80,-0.09483,0.08378,-0.00196,-0.0067,0.01913,0.25039
