ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,IV,currentDate,YTM
17-Mar-17,795,GOOGL,Put,1.54,-0.46,1.3,1.65,66,435,-0.05915,0.00328,-0.03725,-0.08212,0.22409,0.18739,2/17/17,28
17-Mar-17,800,GOOGL,Put,1.82,-0.7,1.6,1.95,273,1736,-0.09563,0.00437,-0.05532,-0.1284,0.53692,0.1867,2/17/17,28
17-Mar-17,805,GOOGL,Put,2.22,-0.77,1.95,2.35,63,402,-0.11744,0.00516,-0.06967,-0.14054,0.54111,0.16256,2/17/17,28
17-Mar-17,810,GOOGL,Put,2.55,-1.17,2.4,2.8,280,668,-0.14804,0.00608,-0.08985,-0.16356,0.54841,0.17752,2/17/17,28
17-Mar-17,815,GOOGL,Put,3.41,-1.09,2.95,3.5,104,398,-0.13261,0.00693,-0.07928,-0.12053,0.53775,0.15533,2/17/17,28
17-Mar-17,820,GOOGL,Put,4.1,-1.3,3.8,4.2,72,639,-0.18817,0.00824,-0.11385,-0.17046,0.56094,0.15924,2/17/17,28
17-Mar-17,825,GOOGL,Put,5.14,-1.51,4.6,5.2,78,665,-0.20912,0.00982,-0.11664,-0.16798,0.61609,0.14628,2/17/17,28
17-Mar-17,830,GOOGL,Put,6.4,-1.65,5.7,6.4,84,693,-0.30399,0.00935,-0.17018,-0.24142,0.86896,0.17752,2/17/17,28
17-Mar-17,835,GOOGL,Put,7.57,-2.18,7.1,7.8,88,282,-0.3581,0.00959,-0.20637,-0.26682,0.88236,0.13052,2/17/17,28
17-Mar-17,840,GOOGL,Put,9.4,-2.4,8.7,9.5,164,307,-0.39895,0.01103,-0.22465,-0.251,0.89136,0.1633,2/17/17,28
17-Mar-17,845,GOOGL,Put,11.5,-2.7,10.7,11.5,148,169,-0.45247,0.01223,-0.22763,-0.25336,0.90289,0.13826,2/17/17,28
17-Mar-17,850,GOOGL,Put,13.86,-3.34,13,14,30,243,-0.50742,0.01131,-0.25246,-0.26653,0.91571,0.13989,2/17/17,28
17-Mar-17,855,GOOGL,Put,16.5,-3.3,15.7,16.7,8,168,-0.57921,0.01374,-0.27256,-0.18689,0.9303,0.13498,2/17/17,28
17-Mar-17,860,GOOGL,Put,22.1,-2.8,18.8,19.9,5,87,-0.60658,0.01037,-0.29885,-0.24814,0.93285,0.15849,2/17/17,28
17-Mar-17,865,GOOGL,Put,24.29,-13.61,22,24.3,10,47,-0.73142,0.01377,-0.25991,-0.14539,0.84009,0.15201,2/17/17,28
17-Mar-17,870,GOOGL,Put,26.37,-24.53,25.3,28.1,1,22,-0.77477,0.01231,-0.26574,-0.13332,0.61832,0.13549,2/17/17,28
17-Mar-17,875,GOOGL,Put,30.67,-27.13,30,32.8,5,5,-0.80791,0.01083,-0.28579,-0.12334,0.61715,0.12326,2/17/17,28
17-Mar-17,880,GOOGL,Put,35.96,-7.4,34.3,37.4,1,69,-0.81085,0.00906,-0.28983,-0.14466,0.61378,0.17423,2/17/17,28
17-Mar-17,885,GOOGL,Put,67,,38.3,41.9,0,1,-0.90703,0.00798,-0.18721,-0.06859,0.4796,0.15809,2/17/17,28
17-Mar-17,890,GOOGL,Put,49,-12.9,43.6,45,10,3,-0.83612,0.00708,-0.30789,-0.15592,0.61499,0.14412,2/17/17,28
17-Mar-17,900,GOOGL,Put,54.2,-6.3,53.2,54.7,10,26,-0.95673,0.00464,-0.16031,-0.03576,0.21738,0.1325,2/17/17,28
17-Mar-17,905,GOOGL,Put,77.3,,57.4,61.5,0,2,-0.85854,0.00523,-0.30999,-0.17892,0.61556,0.15816,2/17/17,28
17-Mar-17,920,GOOGL,Put,127.6,,72.2,76.5,0,1,-1,0,0,0,0,0.1325,2/17/17,28
17-Mar-17,925,GOOGL,Put,89,,77.3,81.5,0,2,-0.95543,0.00317,-0.17884,-0.06762,0.23228,0.22191,2/17/17,28
17-Mar-17,930,GOOGL,Put,89.6,,83,84.5,0,0,-1,0,0,0,0,0.1325,2/17/17,28
24-Mar-17,770,GOOGL,Put,1.55,,0.65,1.25,0,19,-0.03516,0.00163,-0.02721,-0.05373,0.24069,0.19748,2/17/17,35
24-Mar-17,777.5,GOOGL,Put,6,,0.85,1.85,0,7,-0.08874,0.00283,-0.06429,-0.14609,0.59809,0.21112,2/17/17,35
24-Mar-17,780,GOOGL,Put,1.88,,0.9,1.7,0,4,-0.06849,0.00268,-0.05381,-0.10599,0.2901,0.17554,2/17/17,35
24-Mar-17,785,GOOGL,Put,1.72,-1.32,1.1,2.2,5,9,-0.0772,0.00306,-0.05436,-0.11382,0.59068,0.21103,2/17/17,35
24-Mar-17,790,GOOGL,Put,1.75,-1.52,1.55,1.9,8,22,-0.05979,0.00298,-0.04667,-0.07357,0.24773,0.18727,2/17/17,35
24-Mar-17,795,GOOGL,Put,10.5,,1.75,3,0,5,-0.09824,0.00393,-0.07164,-0.11636,0.59302,0.19975,2/17/17,35
24-Mar-17,800,GOOGL,Put,2.56,-1.18,2.2,2.95,3,13,-0.13222,0.00466,-0.09988,-0.14526,0.60399,0.17951,2/17/17,35
24-Mar-17,802.5,GOOGL,Put,4.18,,2.4,3.3,0,0,-0.13146,0.00492,-0.09907,-0.13574,0.60188,0.14501,2/17/17,35
24-Mar-17,805,GOOGL,Put,3.32,-1.05,2.65,3.6,5,18,-0.12391,0.00516,-0.09259,-0.11831,0.59628,0.16264,2/17/17,35
24-Mar-17,807.5,GOOGL,Put,8.47,,2.9,3.8,0,2,-0.1721,0.00563,-0.1311,-0.17561,0.61723,0.14162,2/17/17,35
24-Mar-17,810,GOOGL,Put,3.95,-0.79,3.1,3.7,6,10,-0.12114,0.00582,-0.09001,-0.09998,0.5893,0.14628,2/17/17,35
24-Mar-17,812.5,GOOGL,Put,10.1,,3.5,4.1,0,8,-0.19475,0.00632,-0.14427,-0.18892,0.63243,0.136,2/17/17,35
24-Mar-17,815,GOOGL,Put,4.16,-1.94,3.9,4.5,6,8,-0.17028,0.00694,-0.12871,-0.1376,0.61018,0.14627,2/17/17,35
24-Mar-17,820,GOOGL,Put,5.12,-1.43,4.8,5.3,15,27,-0.23063,0.00757,-0.15622,-0.19752,0.94469,0.15533,2/17/17,35
24-Mar-17,822.5,GOOGL,Put,7.41,,5.3,5.8,0,14,-0.23559,0.00821,-0.15805,-0.18226,0.94359,0.16719,2/17/17,35
24-Mar-17,825,GOOGL,Put,7,-1.7,5.8,6.4,10,64,-0.23377,0.00915,-0.15478,-0.15972,0.93876,0.14058,2/17/17,35
24-Mar-17,830,GOOGL,Put,12.91,,7,7.7,0,23,-0.31759,0.00854,-0.22518,-0.2149,0.97087,0.17752,2/17/17,35
24-Mar-17,832.5,GOOGL,Put,17.6,,7.7,8.4,0,1,-0.32563,0.00953,-0.23121,-0.19351,0.97121,0.1353,2/17/17,35
24-Mar-17,835,GOOGL,Put,10.53,-1.66,8.4,9.2,1,8,-0.33889,0.01054,-0.23467,-0.17813,0.97366,0.14349,2/17/17,35
24-Mar-17,837.5,GOOGL,Put,13.21,,9.3,10.1,0,1,-0.38509,0.00915,-0.27148,-0.23362,0.99139,0.12307,2/17/17,35
24-Mar-17,840,GOOGL,Put,10.92,-3.49,10.2,11,5,9,-0.38237,0.01238,-0.25917,-0.1646,0.98667,0.12009,2/17/17,35
24-Mar-17,842.5,GOOGL,Put,16.57,,11.2,12,0,2,-0.42948,0.00979,-0.28398,-0.24099,1.00301,0.12004,2/17/17,35
24-Mar-17,845,GOOGL,Put,12.8,-4.2,12.2,13.1,1,3,-0.44783,0.01233,-0.2815,-0.19458,1.00768,0.13989,2/17/17,35
24-Mar-17,847.5,GOOGL,Put,26,,13.3,14.3,0,2,-0.47678,0.01384,-0.27783,-0.16963,1.01116,0.12505,2/17/17,35
24-Mar-17,850,GOOGL,Put,20.6,,14.6,15.5,0,4,-0.50136,0.01055,-0.30054,-0.2246,1.02376,0.12039,2/17/17,35
24-Mar-17,855,GOOGL,Put,20.7,-3.92,17.2,18.2,2,1,-0.55542,0.01112,-0.33685,-0.19196,1.03484,0.15499,2/17/17,35
24-Mar-17,860,GOOGL,Put,24.1,-0.9,20.2,21.3,3,6,-0.62,0.01188,-0.35573,-0.16485,1.03086,0.12388,2/17/17,35
21-Apr-17,765,GOOGL,Call,80.96,,83.2,87,0,6,0.99971,3.00E-05,1.30596,-0.11642,0.00512,0.01,2/17/17,63
21-Apr-17,770,GOOGL,Call,80.08,5.58,80,81.5,2,51,0.99944,7.00E-05,1.31414,-0.11737,0.01691,0.01264,2/17/17,63
21-Apr-17,775,GOOGL,Call,67.4,,74,77,0,11,1,0,1.32343,-0.11772,0,0.01001,2/17/17,63
21-Apr-17,780,GOOGL,Call,72.02,4.74,70.9,72.4,2,20,1,0,1.33197,-0.11848,0,0.02022,2/17/17,63
21-Apr-17,785,GOOGL,Call,66.77,4.83,65,68.1,1,3,1,0,1.34051,-0.11924,0,0.01066,2/17/17,63
21-Apr-17,790,GOOGL,Call,61.56,3.94,62.1,63.4,2,56,1,0,1.34905,-0.12,0,0.08081,2/17/17,63
21-Apr-17,795,GOOGL,Call,48.2,,56.7,59.5,0,3,1,0,1.35759,-0.12076,0,0.08587,2/17/17,63
21-Apr-17,800,GOOGL,Call,53.5,2,53.5,55.1,13,162,0.92459,0.0037,1.2572,-0.16316,0.70884,0.13498,2/17/17,63
21-Apr-17,805,GOOGL,Call,49.87,2.27,48.2,51.2,1,18,0.94896,0.0035,1.30232,-0.14635,0.45443,0.11205,2/17/17,63
21-Apr-17,810,GOOGL,Call,46.5,2.8,45.5,46.8,12,45,0.86193,0.00548,1.18178,-0.18689,0.75509,0.12213,2/17/17,63
21-Apr-17,815,GOOGL,Call,39,,40.8,43.5,0,30,0.8093,0.00613,1.11072,-0.21952,0.82766,0.12083,2/17/17,63
21-Apr-17,820,GOOGL,Call,38.2,2.84,37.9,39.4,6,205,0.77218,0.00657,1.06285,-0.22881,1.22472,0.14137,2/17/17,63
21-Apr-17,825,GOOGL,Call,35,2.5,34.4,35.7,1,98,0.77934,0.00792,1.08566,-0.20357,1.20302,0.15624,2/17/17,63
21-Apr-17,830,GOOGL,Call,31.48,1.48,31.1,32.1,24,142,0.70899,0.00783,0.98552,-0.22528,1.25894,0.13829,2/17/17,63
21-Apr-17,835,GOOGL,Call,27.6,1,27.8,28.9,4,103,0.69327,0.00948,0.97417,-0.20604,1.26065,0.13509,2/17/17,63
21-Apr-17,840,GOOGL,Call,25,1.1,24.8,25.9,52,543,0.63181,0.00914,0.8869,-0.22689,1.30685,0.15419,2/17/17,63
21-Apr-17,845,GOOGL,Call,22.4,1.01,22,23.1,37,324,0.5876,0.00941,0.82765,-0.23529,1.33566,0.13661,2/17/17,63
21-Apr-17,850,GOOGL,Call,20.5,1.5,19.4,20.3,15,232,0.54765,0.01096,0.7794,-0.20808,1.36347,0.13278,2/17/17,63
21-Apr-17,855,GOOGL,Call,17.4,1.4,17,17.8,6,137,0.49512,0.01076,0.70637,-0.19945,1.40028,0.13525,2/17/17,63
21-Apr-17,860,GOOGL,Call,14.7,0.4,14.8,15.7,18,285,0.46247,0.0081,0.65156,-0.23679,1.40972,0.13628,2/17/17,63
21-Apr-17,865,GOOGL,Call,13.2,1.05,12.8,13.5,22,231,0.41406,0.00861,0.58786,-0.21368,1.44292,0.16363,2/17/17,63
21-Apr-17,870,GOOGL,Call,11.5,1,10.9,11.8,8,314,0.3636,0.00884,0.5197,-0.19719,1.478,0.13468,2/17/17,63
21-Apr-17,875,GOOGL,Call,10.2,1.15,9.4,10.2,8,238,0.30444,0.0092,0.43948,-0.16948,1.02132,0.13836,2/17/17,63
21-Apr-17,880,GOOGL,Call,8.2,,8,8.7,0,226,0.30655,0.00749,0.43772,-0.20412,1.29747,0.13829,2/17/17,63
21-Apr-17,885,GOOGL,Call,7.19,0.39,6.8,7.6,1,16,0.29411,0.00666,0.41817,-0.21337,1.0028,0.15084,2/17/17,63
21-Apr-17,890,GOOGL,Call,6.3,0.3,5.3,6.5,3,229,0.22352,0.00674,0.3222,-0.14738,1.06216,0.13129,2/17/17,63
21-Apr-17,895,GOOGL,Call,5.3,0.66,4.8,5.5,17,25,0.17412,0.00614,0.25274,-0.11879,1.1012,0.11739,2/17/17,63
21-Apr-17,900,GOOGL,Call,4.19,0.29,4,4.6,16,277,0.21398,0.00544,0.30562,-0.16727,1.04852,0.14905,2/17/17,63
21-Apr-17,905,GOOGL,Call,4,,3.3,3.9,0,20,0.20293,0.00499,0.28923,-0.16869,1.05005,0.16331,2/17/17,63
21-Apr-17,910,GOOGL,Call,3.2,0.2,2.75,3.4,5,79,0.17111,0.0046,0.24488,-0.14745,1.06967,0.15819,2/17/17,63
21-Apr-17,915,GOOGL,Call,2.25,,2.3,2.85,0,6,0.10201,0.00392,0.14857,-0.08793,0.4919,0.14102,2/17/17,63
21-Apr-17,920,GOOGL,Call,2.2,0.3,1.9,2.35,3,124,0.15788,0.00394,0.22493,-0.15353,1.06716,0.15533,2/17/17,63
21-Apr-17,925,GOOGL,Call,1.85,,1.55,2,0,8,0.07376,0.00297,0.10763,-0.06632,0.5089,0.1661,2/17/17,63
21-Apr-17,930,GOOGL,Call,1.47,0.17,1.25,1.7,5,34,0.0583,0.00246,0.08526,-0.05418,0.51875,0.14038,2/17/17,63
21-Apr-17,765,GOOGL,Put,3.73,,2.45,3.2,0,125,-0.11824,0.0025,-0.16291,-0.12811,0.78381,0.21756,2/17/17,63
21-Apr-17,770,GOOGL,Put,3.29,-0.41,2.8,3.4,5,533,-0.08697,0.00247,-0.11416,-0.08585,0.76047,0.17198,2/17/17,63
21-Apr-17,775,GOOGL,Put,3.82,-0.46,3.2,4.1,4,182,-0.0993,0.00275,-0.13266,-0.09066,0.76558,0.21037,2/17/17,63
21-Apr-17,780,GOOGL,Put,4.6,-1,3.6,4.2,1,699,-0.08957,0.00287,-0.11752,-0.07513,0.75357,0.1918,2/17/17,63
21-Apr-17,785,GOOGL,Put,6,0.25,4.1,4.8,1,41,-0.0955,0.00316,-0.12616,-0.07321,0.75285,0.19103,2/17/17,63
21-Apr-17,790,GOOGL,Put,7.2,,4.6,5.4,0,78,-0.14626,0.00375,-0.20006,-0.11232,0.79013,0.2011,2/17/17,63
21-Apr-17,795,GOOGL,Put,6.09,-1.7,5.4,6.1,14,52,-0.15882,0.00412,-0.21843,-0.11508,0.79518,0.17577,2/17/17,63
21-Apr-17,800,GOOGL,Put,6.85,-1.1,6.4,6.8,60,627,-0.16249,0.00455,-0.22308,-0.10686,0.79316,0.18582,2/17/17,63
21-Apr-17,805,GOOGL,Put,8.2,-0.95,7,7.8,3,105,-0.18359,0.00503,-0.24516,-0.11702,0.81641,0.18528,2/17/17,63
21-Apr-17,810,GOOGL,Put,9.01,-2.19,8,8.8,12,112,-0.24087,0.00509,-0.29671,-0.16066,1.2494,0.15885,2/17/17,63
21-Apr-17,815,GOOGL,Put,11.92,,9.2,10,0,44,-0.25457,0.00562,-0.31663,-0.1489,1.25294,0.20339,2/17/17,63
21-Apr-17,820,GOOGL,Put,11,-2.09,10.5,11.2,13,160,-0.30516,0.00537,-0.3958,-0.18,1.2833,0.18515,2/17/17,63
21-Apr-17,825,GOOGL,Put,12.58,-1.82,11.8,12.7,1,171,-0.31138,0.00634,-0.39481,-0.15101,1.28168,0.1706,2/17/17,63
21-Apr-17,830,GOOGL,Put,15,-1.2,13.4,14.3,10,60,-0.34595,0.00654,-0.43824,-0.15933,1.30119,0.19394,2/17/17,63
21-Apr-17,835,GOOGL,Put,17.97,-0.93,15.2,16.1,1,174,-0.37764,0.00688,-0.46915,-0.16293,1.31667,0.16408,2/17/17,63
21-Apr-17,840,GOOGL,Put,18.2,-2,17,18.1,100,101,-0.40856,0.00769,-0.48807,-0.15724,1.33145,0.1546,2/17/17,63
21-Apr-17,845,GOOGL,Put,22.42,-1.23,19.1,20.3,1,53,-0.44734,0.00771,-0.48093,-0.17052,1.35129,0.1553,2/17/17,63
21-Apr-17,850,GOOGL,Put,22.5,-2.63,21.6,22.7,6,72,-0.48184,0.00701,-0.52381,-0.18513,1.36079,0.14407,2/17/17,63
21-Apr-17,855,GOOGL,Put,29,,24.1,25.3,0,83,-0.51285,0.00683,-0.57186,-0.18135,1.37614,0.15743,2/17/17,63
21-Apr-17,860,GOOGL,Put,32.4,,26.7,28.1,0,18,-0.54728,0.00703,-0.58852,-0.16501,1.39261,0.14276,2/17/17,63
21-Apr-17,865,GOOGL,Put,34.52,,29.8,31.1,0,13,-0.58032,0.00697,-0.61698,-0.16226,1.395,0.16666,2/17/17,63
21-Apr-17,870,GOOGL,Put,39.5,,33,34.3,0,37,-0.61226,0.00685,-0.64915,-0.15966,1.3899,0.14928,2/17/17,63
21-Apr-17,875,GOOGL,Put,38.03,,36.3,39.4,1,0,-0.64777,0.00689,-0.65456,-0.15167,1.40663,0.15323,2/17/17,63
21-Apr-17,880,GOOGL,Put,48.36,,39.3,43,0,14,-0.68828,0.00692,-0.61319,-0.13694,1.34785,0.15719,2/17/17,63
21-Apr-17,900,GOOGL,Put,87.45,,55.8,59.3,0,3,-0.80721,0.00624,-0.58697,-0.09388,0.95197,0.19796,2/17/17,63
21-Apr-17,910,GOOGL,Put,74.2,,64.6,68.1,0,5,-0.88513,0.00536,-0.44482,-0.0562,0.73265,0.17659,2/17/17,63
16-Jun-17,765,GOOGL,Call,92.8,-8.2,91.7,93.3,1,27,1,0,2.44768,-0.11539,0,0.01066,2/17/17,119
16-Jun-17,770,GOOGL,Call,87.95,2.02,86,89.4,1,100,0.94253,0.00193,2.30657,-0.14486,0.89746,0.08281,2/17/17,119
16-Jun-17,775,GOOGL,Call,84.2,2.36,83.4,84.8,6,82,1,0,2.47968,-0.11689,0,0.08874,2/17/17,119
16-Jun-17,780,GOOGL,Call,78.06,1.36,79.4,81,1,103,0.95102,0.00204,2.36397,-0.13768,0.66255,0.11684,2/17/17,119
16-Jun-17,785,GOOGL,Call,66.33,,74.3,77.2,0,141,0.92295,0.00264,2.30154,-0.14672,0.89759,0.11885,2/17/17,119
16-Jun-17,790,GOOGL,Call,72.5,7.14,71.4,72.7,4,267,0.90151,0.00311,2.25763,-0.15272,0.92756,0.12037,2/17/17,119
16-Jun-17,795,GOOGL,Call,64.4,,66,69.5,0,170,0.87701,0.00357,2.20461,-0.16048,0.96314,0.11886,2/17/17,119
16-Jun-17,800,GOOGL,Call,65,3.53,63.8,65,8,1311,0.83253,0.00395,2.09151,-0.18159,1.03252,0.14875,2/17/17,119
16-Jun-17,805,GOOGL,Call,60.5,3.5,60.2,61.7,7,104,0.83005,0.00433,2.10323,-0.17722,1.02805,0.14651,2/17/17,119
16-Jun-17,810,GOOGL,Call,55,,56.6,57.8,0,256,0.80519,0.00462,2.04765,-0.18227,1.58062,0.16981,2/17/17,119
16-Jun-17,815,GOOGL,Call,49.9,,53.1,54.3,0,230,0.78447,0.00497,2.00498,-0.181,1.60061,0.17416,2/17/17,119
16-Jun-17,820,GOOGL,Call,49.2,0.79,49.7,50.9,7,365,0.71866,0.00462,1.81867,-0.20537,1.69538,0.17044,2/17/17,119
16-Jun-17,825,GOOGL,Call,46.55,0.85,46.5,47.5,17,204,0.72924,0.0056,1.87807,-0.18342,1.66562,0.14542,2/17/17,119
16-Jun-17,830,GOOGL,Call,43.7,1.82,43.3,44.5,4,602,0.68138,0.00534,1.7471,-0.1994,1.73062,0.15685,2/17/17,119
16-Jun-17,835,GOOGL,Call,38.25,,40.3,41.4,0,130,0.65562,0.00558,1.68804,-0.20124,1.7593,0.12503,2/17/17,119
16-Jun-17,840,GOOGL,Call,37.48,0.8,37.4,38.6,43,380,0.62465,0.00552,1.60885,-0.21037,1.79484,0.15351,2/17/17,119
16-Jun-17,845,GOOGL,Call,35.7,1.86,34.6,35.6,13,243,0.61472,0.00691,1.61318,-0.18845,1.80391,0.14015,2/17/17,119
16-Jun-17,850,GOOGL,Call,32,1,31.9,33,115,1047,0.57881,0.0065,1.5158,-0.19474,1.8461,0.16363,2/17/17,119
16-Jun-17,855,GOOGL,Call,30.17,1.97,29.4,30.4,4,209,0.5473,0.00626,1.43263,-0.19424,1.88135,0.15641,2/17/17,119
16-Jun-17,860,GOOGL,Call,27.34,1.54,27,27.9,11,295,0.51693,0.00634,1.35827,-0.18696,1.91716,0.12734,2/17/17,119
16-Jun-17,865,GOOGL,Call,25.5,1.8,24.7,25.6,2,193,0.48368,0.00663,1.27916,-0.17591,1.96009,0.14944,2/17/17,119
16-Jun-17,870,GOOGL,Call,22.7,0.3,22.5,23.2,4,340,0.45716,0.00613,1.2055,-0.18047,1.98398,0.16298,2/17/17,119
16-Jun-17,875,GOOGL,Call,21.3,2,20.5,21.4,12,294,0.43598,0.00561,1.14477,-0.18761,1.99928,0.15795,2/17/17,119
16-Jun-17,880,GOOGL,Call,19.4,2,18.6,19.3,2,413,0.39544,0.00611,1.05072,-0.16991,2.05583,0.17752,2/17/17,119
16-Jun-17,885,GOOGL,Call,17.6,-0.4,16.9,17.8,2,256,0.40584,0.0047,1.0548,-0.20601,2.01528,0.14864,2/17/17,119
16-Jun-17,890,GOOGL,Call,16,0.6,15.3,15.9,12,130,0.3367,0.00595,0.90175,-0.16188,2.07388,0.16256,2/17/17,119
16-Jun-17,895,GOOGL,Call,14.5,0.3,13.7,14.4,12,163,0.32275,0.00549,0.86175,-0.16338,1.51485,0.16191,2/17/17,119
16-Jun-17,900,GOOGL,Call,12.6,1.1,12.3,12.9,17,2401,0.27381,0.00565,0.74029,-0.12954,1.50319,0.1231,2/17/17,119
16-Jun-17,905,GOOGL,Call,11.8,1.4,11,11.8,2,125,0.30082,0.00473,0.79802,-0.16839,1.43133,0.13353,2/17/17,119
16-Jun-17,910,GOOGL,Call,10.4,1.1,9.8,10.4,4,158,0.288,0.00447,0.76291,-0.16685,1.44086,0.13283,2/17/17,119
16-Jun-17,915,GOOGL,Call,9.3,-0.31,8.8,9.3,4,73,0.19978,0.00467,0.54378,-0.10429,1.59112,0.12638,2/17/17,119
16-Jun-17,920,GOOGL,Call,8.08,0.16,7.8,8.3,18,857,0.20421,0.00431,0.55187,-0.11357,1.56253,0.13392,2/17/17,119
16-Jun-17,925,GOOGL,Call,7.5,0.2,6.9,7.4,3,112,0.20632,0.004,0.55426,-0.1216,1.54304,0.14511,2/17/17,119
16-Jun-17,930,GOOGL,Call,6.55,-0.57,6.1,6.6,3,57,0.21353,0.00372,0.5693,-0.13382,1.51856,0.16855,2/17/17,119
16-Jun-17,765,GOOGL,Put,9.3,-1,8.1,8.8,2,150,-0.13379,0.00244,-0.34955,-0.07767,1.02685,0.22682,2/17/17,119
16-Jun-17,770,GOOGL,Put,10.1,-1.08,8.8,9.6,2,344,-0.15335,0.00262,-0.40069,-0.08927,1.0541,0.2086,2/17/17,119
16-Jun-17,775,GOOGL,Put,10.25,-1.87,9.7,10.3,4,459,-0.16318,0.0028,-0.41815,-0.09188,1.07213,0.20254,2/17/17,119
16-Jun-17,780,GOOGL,Put,11.8,-0.72,10.6,11.3,3,385,-0.20882,0.00285,-0.48753,-0.13336,1.65037,0.20342,2/17/17,119
16-Jun-17,785,GOOGL,Put,12.9,-1.3,11.4,12.2,2,219,-0.20145,0.00314,-0.4635,-0.11485,1.48606,0.22712,2/17/17,119
16-Jun-17,790,GOOGL,Put,13.9,-0.74,12.5,13.3,10,444,-0.23098,0.00316,-0.55145,-0.1272,1.66696,0.2015,2/17/17,119
16-Jun-17,795,GOOGL,Put,15.1,-1.9,13.6,14.5,3,236,-0.25921,0.00313,-0.63843,-0.13995,1.69519,0.21198,2/17/17,119
16-Jun-17,800,GOOGL,Put,16.17,-1.03,15,15.7,32,674,-0.2611,0.00344,-0.63955,-0.1259,1.69261,0.23119,2/17/17,119
16-Jun-17,805,GOOGL,Put,17.18,-4.42,16.2,17,3,235,-0.27267,0.00366,-0.66721,-0.12088,1.70102,0.18582,2/17/17,119
16-Jun-17,810,GOOGL,Put,18.25,-2.64,17.5,18.4,3,213,-0.28008,0.00401,-0.66404,-0.11084,1.70372,0.19593,2/17/17,119
16-Jun-17,815,GOOGL,Put,20.02,-1.78,18.9,20,3,187,-0.32341,0.00363,-0.7962,-0.14186,1.75256,0.17075,2/17/17,119
16-Jun-17,820,GOOGL,Put,22.6,-1.49,20.5,21.6,2,222,-0.33543,0.00392,-0.81428,-0.13363,1.76145,0.18078,2/17/17,119
16-Jun-17,825,GOOGL,Put,24.1,-1.9,22.3,23.3,2,354,-0.35484,0.00406,-0.85314,-0.13612,1.77735,0.20934,2/17/17,119
16-Jun-17,830,GOOGL,Put,25.72,-0.98,24.2,25.2,10,344,-0.37984,0.00396,-0.88465,-0.15173,1.80171,0.20117,2/17/17,119
16-Jun-17,835,GOOGL,Put,28,-1.3,26,27.2,104,281,-0.39906,0.00412,-0.93568,-0.15318,1.81741,0.19415,2/17/17,119
16-Jun-17,840,GOOGL,Put,30.2,-1.18,28.2,29.3,5,205,-0.41495,0.00475,-0.87824,-0.13507,1.83055,0.2101,2/17/17,119
16-Jun-17,845,GOOGL,Put,31,-2.8,30.3,31.4,8,62,-0.43931,0.0047,-0.90316,-0.14265,1.84136,0.2009,2/17/17,119
16-Jun-17,850,GOOGL,Put,33.7,-7.37,32.6,33.8,15,188,-0.46102,0.00471,-0.95158,-0.1398,1.86017,0.20094,2/17/17,119
16-Jun-17,855,GOOGL,Put,36.03,-7.97,35.1,36.2,3,70,-0.48824,0.00562,-0.97022,-0.10956,1.86793,0.17284,2/17/17,119
16-Jun-17,860,GOOGL,Put,45.7,,37.7,38.9,0,157,-0.50719,0.005,-1.03251,-0.12294,1.88326,0.20996,2/17/17,119
16-Jun-17,865,GOOGL,Put,43.9,-3.8,40.2,41.6,7,20,-0.53147,0.00508,-1.06257,-0.11861,1.90468,0.21064,2/17/17,119
16-Jun-17,870,GOOGL,Put,43.85,-3.72,43.1,44.4,1,62,-0.53753,0.00424,-1.13218,-0.14408,1.90653,0.17408,2/17/17,119
16-Jun-17,875,GOOGL,Put,56,,46.2,47.5,0,24,-0.55704,0.00423,-1.14264,-0.1424,1.9226,0.17778,2/17/17,119
16-Jun-17,880,GOOGL,Put,56.7,,49.1,50.6,0,108,-0.57967,0.00431,-1.19071,-0.13596,1.9149,0.18311,2/17/17,119
16-Jun-17,885,GOOGL,Put,60.3,,52.4,53.9,0,20,-0.60721,0.00451,-1.20456,-0.12475,1.93878,0.1802,2/17/17,119
16-Jun-17,890,GOOGL,Put,60.55,,55.8,57.8,0,12,-0.63225,0.00458,-1.20659,-0.11766,1.90506,0.21682,2/17/17,119
16-Jun-17,895,GOOGL,Put,84.2,,58.7,61.3,0,17,-0.67049,0.00488,-1.11135,-0.10325,1.82082,0.21602,2/17/17,119
16-Jun-17,900,GOOGL,Put,63.89,-14.82,62.4,64.9,3,53,-0.67455,0.00447,-1.13021,-0.11279,1.83806,0.21634,2/17/17,119
16-Jun-17,905,GOOGL,Put,104.8,,66.6,69.9,0,3,-0.7359,0.00518,-1.08844,-0.08978,1.60482,0.19281,2/17/17,119
16-Jun-17,910,GOOGL,Put,65.5,,70.5,73.6,0,22,-0.72754,0.0046,-1.0964,-0.10511,1.65524,0.21096,2/17/17,119
16-Jun-17,915,GOOGL,Put,82.8,,74.5,76.6,0,2,-0.74335,0.00449,-1.13689,-0.10073,1.38923,0.20412,2/17/17,119
16-Jun-17,920,GOOGL,Put,72,,78.4,81.6,0,14,-0.75946,0.00441,-1.11981,-0.09359,1.32532,0.21346,2/17/17,119
16-Jun-17,930,GOOGL,Put,138.1,,86.8,90.2,0,15,-0.76779,0.00396,-1.15942,-0.09976,1.32842,0.17358,2/17/17,119
